序号,招聘信息ID,企业名称,企业类型,招聘岗位,薪资范围,招募类型,期望学历,工作年数,招募人数,岗位类型,技能需求,公司地址,工作福利
125,	1536981426581405696,广州菲鹿儿商贸有限公司,"['互联网', '电子商务']",电商数据分析,"[10000, 15000]",全职,本科,1-3年,2,"['互联网', '电商']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
126,	1536666675389267968,侨益物流股份有限公司,"['互联网', '物流']",数据分析师,"[5000, 10000]",全职,本科,不限,6,"['互联网', '物流']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
127,	1535084662261678081,广州有酱料网络科技有限公司,"['互联网', '电商']",产品专员,"[6000, 15000]",全职,本科,1-3年,3,"['互联网', '电商']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
128,	1535084662261678080,广州有酱料网络科技有限公司,"['互联网', '电商']",商业分析师/数据分析师,"[8000, 19000]",全职,本科,3-5年,2,"['互联网', '电商']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
129,	1534726011038597121,广州医博信息技术有限公司,"['互联网', '医疗']",BI工程师,"[6000, 12000]",全职,本科,不限,6,"['互联网', '医疗']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
130,	1534726011038597120,广州医博信息技术有限公司,"['互联网', '医疗']",大数据架构师,"[12000, 30000]",全职,本科,5-7年,1,"['互联网', '医疗']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
131,	1534374988734398465,小蝌蚪众创电商科技（广州）有限公司,"['互联网', '电商']",国际物流客服专员,"[4500, 6000]",全职,大专,1-3年,10,"['互联网', '电商']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
132,	1534374988734398464,小蝌蚪众创电商科技（广州）有限公司,"['互联网', '电商']",数据分析师,"[6000, 12000]",全职,本科,不限,2,"['互联网', '电商']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
133,	1534029960224833537,广东华南水电高新技术开发有限公司,"['互联网', '水利']",试验检测工程（员）师,"[4500, 6000]",全职,本科,不限,10,"['互联网', '水利']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
134,	1534029960224833536,广东华南水电高新技术开发有限公司,"['互联网', '水利']",水利大数据分析师,"[2000, 10000]",全职,本科,不限,7,"['互联网', '水利']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
135,	1533666567169114112,深圳市卡普瑞环境科技有限公司,"['互联网', '环境']",数据分析师,"[6000, 12000]",全职,本科,1-3年,3,"['互联网', '环境']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
136,	1533655639111368706,广州网易计算机系统有限公司,"['互联网', '计算机']",IT运维经理,"[10000, 12000]",全职,本科,3-5年,5,"['互联网', '计算机']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
137,	1533655639111368705,广州网易计算机系统有限公司,"['互联网', '计算机']",影视动画设计师,"[13000, 26000]",全职,本科,1-3年,1,"['互联网', '计算机']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
138,	1533655639111368704,广州网易计算机系统有限公司,"['互联网', '计算机']",高级数据分析师（成人教育方向）,"[12000, 20000]",全职,本科,3-5年,1,"['互联网', '计算机']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
139,	1531570545265606658,老百姓大药房连锁股份有限公司,"['互联网', '医疗']",pmo项目经理,"[15000, 30000]",全职,本科,3-5年,5,"['互联网', '医疗']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
140,	1531570545265606657,老百姓大药房连锁股份有限公司,"['互联网', '医疗']",HRIS,"[12000, 20000]",全职,本科,1-3年,1,"['互联网', '医疗']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
141,	1531570545265606656,老百姓大药房连锁股份有限公司,"['互联网', '医疗']",bi数据分析师,"[18000, 35000]",全职,本科,7年以上,2,"['互联网', '医疗']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
142,	1531566491487567874,广东华路交通科技有限公司,"['互联网', '计算机']",桥梁工程师,"[14000, 18000]",全职,本科,7年以上,1,"['互联网', '计算机']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
143,	1531566491487567873,广东华路交通科技有限公司,"['互联网', '计算机']",助理检测师,"[5000, 8000]",全职,本科,不限,1,"['互联网', '计算机']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
144,	1531566491487567872,广东华路交通科技有限公司,"['互联网', '计算机']",桥梁健康监测数据分析师,"[25000, 45000]",全职,本科,7年以上,3,"['互联网', '计算机']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
145,	1531538660653137921,广东机场白云信息科技有限公司,"['互联网', '电商']",技术管理岗,"[14000, 18000]",全职,本科,3-5年,1,"['互联网', '电商']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
146,	1531538660653137920,广东机场白云信息科技有限公司,"['互联网', '电商']",产品实施工程师,"[10000, 15000]",全职,本科,1-3年,1,"['互联网', '电商']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
147,	1531538660648943616,广东机场白云信息科技有限公司,"['互联网', '电商']",大数据工程师,"[15000, 30000]",全职,本科,3-5年,3,"['互联网', '电商']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
148,	1531529924005986305,广州快塑电子商务有限公司,"['互联网', '电商']",质检工程师,"[4000, 5000]",全职,本科,3-5年,1,"['互联网', '电商']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
149,	1531529924005986304,广州快塑电子商务有限公司,"['互联网', '电商']",物流招商经理,"[10000, 15000]",全职,本科,1-3年,1,"['互联网', '电商']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
150,	1531529924001792000,广州快塑电子商务有限公司,"['互联网', '电商']",数据分析师,"[8000, 10000]",全职,本科,3-5年,3,"['互联网', '电商']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
151,	1531164623888318466,广州兴悦时代科技有限公司,"['互联网', '大数据']",人力资源经理,"[8000, 10000]",全职,本科,3-5年,1,"['互联网', '大数据']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
152,	1531164623888318465,广州兴悦时代科技有限公司,"['互联网', '大数据']",会计,"[5000, 6500]",全职,本科,1-3年,1,"['互联网', '大数据']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
153,	1531164623888318464,广州兴悦时代科技有限公司,"['互联网', '大数据']",BI数据分析师,"[15000, 20000]",全职,本科,3-5年,3,"['互联网', '大数据']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
154,	1531123636138803201,广州多益网络股份有限公司,"['互联网', '游戏']",游戏研发工程师,"[25000, 30000]",全职,本科,3-5年,2,"['互联网', '游戏']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
155,	1531123636138803200,广州多益网络股份有限公司,"['互联网', '游戏']",软件开发工程师,"[5000, 6500]",全职,本科,1-3年,5,"['互联网', '游戏']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
156,	1531123636134608896,广州多益网络股份有限公司,"['互联网', '游戏']",大数据开发工程师,"[15000, 22000]",全职,本科,不限,6,"['互联网', '游戏']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
157,	1528930787796320258,茂硕电源科技股份有限公司,"['互联网', '制造']",工业大数据工程师,"[25000, 30000]",全职,本科,3-5年,2,"['互联网', '制造业']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
158,	1528930787796320257,茂硕电源科技股份有限公司,"['互联网', '制造']",研发文员,"[5000, 6500]",全职,技工,1-3年,4,"['互联网', '制造业']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
159,	1528930787796320256,茂硕电源科技股份有限公司,"['互联网', '制造']",嵌入式软件实习生,"[4000, 7000]",全职,本科,不限,3,"['互联网', '制造业']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
160,	1528570603106336769,广州市森能投资管理有限公司,"['互联网', '金融']",数据分析师,"[15000, 27000]",全职,本科,3-5年,2,"['互联网', '金融']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
161,	1528570603106336768,广州市森能投资管理有限公司,"['互联网', '金融']",测试工程师,"[5000, 8000]",全职,大专,不限,4,"['互联网', '金融']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
162,	1528570603102142464,广州市森能投资管理有限公司,"['互联网', '金融']",JAVA工程师,"[7000, 12000]",全职,本科,不限,3,"['互联网', '金融']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
163,	1527491662845181952,深圳市大牛教育科技有限公司,"['互联网', '教育']",数据分析师,"[15000, 17000]",全职,本科,不限,2,"['互联网', '教育']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
164,	1527491662840987649,深圳市大牛教育科技有限公司,"['互联网', '教育']",平面设计师,"[10000, 13000]",全职,大专,3-5年,4,"['互联网', '教育']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
165,	1527491662840987648,深圳市大牛教育科技有限公司,"['互联网', '教育']",内训师,"[8000, 9500]",全职,本科,不限,3,"['互联网', '教育']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
166,	1526834259040534529,广州市凝新信息科技有限公司,"['互联网', '软件']",数据分析,"[5500, 8500]",全职,本科,不限,2,"['互联网', '软件']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
167,	1526834259040534528,广州市凝新信息科技有限公司,"['互联网', '软件']",技术支持,"[4500, 6500]",全职,大专,不限,4,"['互联网', '软件']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
168,	1526834259036340224,广州市凝新信息科技有限公司,"['互联网', '软件']",java开发岗,"[3500, 6000]",全职,本科,不限,3,"['互联网', '软件']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
169,	1526753815716560898,广州市贺氏办公设备有限公司,"['互联网', '软件']",数据标注工程师,"[3500, 5500]",全职,本科,不限,3,"['互联网', '软件']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
170,	1526753815716560897,广州市贺氏办公设备有限公司,"['互联网', '软件']",Java软件开发工程师,"[5500, 9000]",全职,本科,不限,6,"['互联网', '软件']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
171,	1526753815716560896,广州市贺氏办公设备有限公司,"['互联网', '软件']",前端工程师,"[5000, 8500]",全职,本科,不限,7,"['互联网', '软件']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
172,	1526385187066347520,广州市皓岚信息技术有限公司,"['互联网', '软件']",前端开发工程师（实习生）,"[3500, 6500]",全职,本科,不限,7,"['互联网', '软件']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
173,	1526028377780256771,广州凤凰互动科技有限公司,"['互联网', '软件']",资深游戏数据分析师,"[15000, 25000]",全职,本科,5-7年,4,"['互联网', '软件']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
174,	1526028377780256770,广州凤凰互动科技有限公司,"['互联网', '软件']",游戏服务端开发,"[8000, 10000]",全职,本科,3-5年,3,"['互联网', '软件']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
175,	1526028377780256769,广州凤凰互动科技有限公司,"['互联网', '软件']",游戏策划实习生,"[3000, 4590]",全职,本科,不限,5,"['互联网', '软件']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
176,	1526028377780256768,广州凤凰互动科技有限公司,"['互联网', '软件']",游戏测试,"[4000, 5000]",全职,本科,3-5年,3,"['互联网', '软件']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
177,	1525006403364847617,广东麦贝科技有限公司,"['互联网', '软件']",数据分析师,"[5000, 7000]",全职,本科,不限,5,"['互联网', '软件']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
178,	1525006403364847616,广东麦贝科技有限公司,"['互联网', '软件']",JAVA工程师,"[15000, 17000]",全职,本科,3-5年,3,"['互联网', '软件']",[],广东省广州市,"['五险一金', '专业培训', '定期体检']"
